Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,78256000,78256000,2904,Funcionamiento,Fondo especial para la administración de bienes de la fiscalía general de la nación,29,Fiscalía,Gestion general,290101,2024,"0,08"
Efectividad de la investigación penal y técnico científica,Intersubsectorial justicia,Fortalecimiento de la capacidad de procesamiento y análisis de emp y ef en los grupos de criminalística de la fiscalía a nivel  nacional,2. seguridad humana y justicia social / d. capacidades y la oferta del sistema de justicia,,200000000,200000000,2904,Inversión,Fondo especial para la administración de bienes de la fiscalía general de la nación,29,Fiscalía,Gestion general,290101,2024,"0,2"
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Mejoramiento de la infraestructura física de la fiscalía a nivel nacional,2. seguridad humana y justicia social / d. capacidades y la oferta del sistema de justicia,,2949762264,2949762264,2904,Inversión,Fondo especial para la administración de bienes de la fiscalía general de la nación,29,Fiscalía,Gestion general,290101,2024,"2,95"
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Fortalecimiento de las capacidades tecnológicas de la fgn para la implementación de la arquitectura institucional a nivel  nacional,2. seguridad humana y justicia social / d. capacidades y la oferta del sistema de justicia,,18407080212,18407080212,2904,Inversión,Fondo especial para la administración de bienes de la fiscalía general de la nación,29,Fiscalía,Gestion general,290101,2024,"18,41"
Gastos de personal,Planta de personal permanente,Salario,,37442889000,,37442889000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"37,44"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,13088639000,,13088639000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"13,09"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3932075000,,3932075000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"3,93"
Adquisición de bienes  y servicios,,,,7171864000,,7171864000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"7,17"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de compensación ambiental distribución comité fondo-ministerio del medio ambiente artículo 24 ley 344 de 1996.,16296000000,,16296000000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"16,3"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fortalecimiento a la consulta previa. convenio 169 oit, ley 21 de 1991, ley 70 de 1993",1153152000,,1153152000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"1,15"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A institutos de investigación ley 99 de 1993,62685010000,,62685010000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"62,69"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),37065000,,37065000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"0,04"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),396487000,,396487000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"0,4"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),8879766000,,8879766000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"8,88"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),120240000,,120240000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"0,12"
Transferencias corrientes,Sentencias y conciliaciones,,,672555000,,672555000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"0,67"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,181084000,,181084000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"0,18"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1016097000,,1016097000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"1,02"
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,5000000,,5000000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,0
Gastos de personal,Planta de personal permanente,Salario,,36104404000,,36104404000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"36,1"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,13366087000,,13366087000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"13,37"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2895822000,,2895822000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"2,9"
Adquisición de bienes  y servicios,,,,10414127000,,10414127000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"10,41"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fortalecimiento a la consulta previa. convenio 169 oit, ley 21 de 1991, ley 70 de 1993",1000000000,,1000000000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,1
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,5000000000,,5000000000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,5
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),97850000,,97850000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"0,1"
Transferencias corrientes,Sentencias y conciliaciones,,,95950000,,95950000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"0,1"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,330000000,,330000000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"0,33"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,396300000,,396300000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"0,4"
Gastos de personal,Planta de personal permanente,Salario,,43492903000,,43492903000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"43,49"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,15649756000,,15649756000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"15,65"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4046315000,,4046315000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"4,05"
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,6695061000,,6695061000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"6,7"
Adquisición de bienes  y servicios,,,,22188500000,,22188500000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"22,19"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),275100000,,275100000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,28"
Transferencias corrientes,Sentencias y conciliaciones,,,106800000,,106800000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,11"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,28063000,,28063000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,03"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,160300000,,160300000,3201,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,16"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo a las corporaciones autónomas regionales y de desarrollo sostenible, beneficiarias del fondo de compensación ambiental – fca,  nacional - distribución previo concepto dnp","4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",79435048678,,79435048678,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"79,44"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,Fortalecimiento de la gestión ambiental sectorial y urbana a nivel  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / d. instrumentos de control y vigilancia ambiental para la resiliencia,5000000000,,5000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,5
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Transformación de la estrategia para el desarrollo de los negocios verdes y sostenibles, los instrumentos económicos e incentivos ambientales   nacional","4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",6260000000,,6260000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"6,26"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional","4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",91735155671,,91735155671,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"91,74"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,161506494126,,161506494126,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"161,51"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional","4. transformación productiva, internacionalización y acción clímatica / a. freno de la deforestación, restauración y conservación de la amazonía",175012896500,,175012896500,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"175,01"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional","4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",11970000000,,11970000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"11,97"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,13400000000,,13400000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"13,4"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo financiero al desarrollo de planes, programas y proyectos a través del fondo para la vida y biodiversidad   nacional","4. transformación productiva, internacionalización y acción clímatica / a. freno de la deforestación, restauración y conservación de la amazonía",424987103500,,424987103500,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"424,99"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,"Implementacion de estrategias de reduccion a la deforestacion y alternativas sostenibles  amazonas, caqueta, putumayo, guaviare, meta","4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",1000000000,,1000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,1
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Protección de la biodiversidad y los servicios ecosistémicos en el territorio  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",18500000000,,18500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"18,5"
Gestión integral del recurso hídrico,Intersubsectorial ambiente,Contribución de la gestión en el ciclo del agua para el ordenamiento ambiental territorial.  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,5500000000,,5500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"5,5"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Investigacion cientifica y gestion del conocimiento sobre la biodiversidad y sus contribuciones a la sociedad a nivel  nacional,"1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",10606292170,,10606292170,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"10,61"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Generación de operaciones estadísticas sobre el estado de los ambientes y recursos marinos y costeros  de interés  nacional,"1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",1300000000,,1300000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"1,3"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Investigación para  la generación y  la democratización del conocimiento, orientado a generar justicia ambiental, resiliencia climática, desarrollo sostenible y ordenamiento de los territorios marinos y costeros de interés  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",7400000000,,7400000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"7,4"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Investigación científica transformativa para potenciar el bienestar, la conservación y la gobernanza ambiental en la amazonia colombiana.  amazonas, caquetá, guainía, guaviare, meta, putumayo, vaupés","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",8200000000,,8200000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"8,2"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento de los procesos de democratización de la información y el conocimiento como insumos para el tránsito hacia una economía regenerativa, la justicia social y ambiental del chocó biogeográfico  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",5000000000,,5000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,5
Ordenamiento ambiental territorial,Intersubsectorial ambiente,Generación de capacidades para la gobernanza del sistema nacional ambiental y el ordenamiento ambiental territorial alrededor del ciclo del agua en el territorio  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,7300000000,,7300000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"7,3"
Gestión del cambio climático para un desarrollo bajo en carbono y resiliente al clima,Intersubsectorial ambiente,Fortalecimiento de la acción climática territorial y sectorial del país  nacional,"4. transformación productiva, internacionalización y acción clímatica / a. financiamiento climático neto como motor para el desarrollo sostenible",14500000000,,14500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"14,5"
"Gestión integral de mares, costas y recursos acuáticos",Intersubsectorial ambiente,"Fortalecimiento de la gestión integral de la biodiversidad y el ordenamiento ambiental de las zonas marinas, costeras e insulares de colombia  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. ciclo del agua como base del ordenamiento territorial,5000000000,,5000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,5
Educacion ambiental,Intersubsectorial ambiente,"Fortalecimiento de las capacidades institucionales para implementar procesos interculturales de educación y participación en torno a la preservación de la naturaleza para la vida, el ordenamiento alrededor del agua y gobernanza ambiental  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / a. implementación del acuerdo de escazú,10000000000,,10000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,10
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la infraestructura física, tecnológica y de la gestión administrativa del invemar  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,2400000000,,2400000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"2,4"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento institucional para la generacion de conocimiento en biodiversidad y las contribuciones de la naturaleza a la sociedad  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,2393707830,,2393707830,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"2,39"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento y transformación digital de la estrategia de la ti en el ministerio de ambiente y desarrollo sostenible  nacional,"1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",10500000000,,10500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"10,5"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento institucional para el posicionamiento de colombia en los escenarios internacionales y la gestión de recursos de cooperación internacional para el sector ambiental  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,4500000000,,4500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"4,5"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Modernización institucional para aumentar la eficacia de la gestión del ministerio de ambiente y desarrollo sostenible  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,19210503984,,19210503984,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"19,21"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento  de la ejecución de acciones, políticas, medidas y directrices jurídicas del ministerio de ambiente y desarrollo sostenible.   nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,3500000000,,3500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"3,5"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la gestión y modernización de las capacidades institucionales para la investigación científica transformativa en la amazonia colombiana.   amazonas, caquetá, guainía, guaviare, putumayo, vaupés",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,1200000000,,1200000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"1,2"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la capacidad técnica, tecnológica e infraestructura física del iiap, necesaria en la generación y democratización oportuna de la información y el conocimiento del chocó biogeográfico  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,1500000000,,1500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"1,5"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento de las estrategias de comunicación e información de la política del sector ambiental  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,6000000000,,6000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,6
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento de la planeación y la gestión estratégica del sector ambiente y desarrollo sostenible  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,4500000000,,4500000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Gestion general,320101,2024,"4,5"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Conservación de la diversidad biológica de las áreas protegidas del sinap  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",61010744264,,61010744264,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,"61,01"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Mejoramiento de la capacidad institucional en infraestructura tecnológica y física, para el mejoramiento de la disponibilidad y divulgación de la información.  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,20000000000,,20000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,20
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la infraestructura física en los parques nacionales naturales de colombia y sus áreas protegidas   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,9000000000,,9000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102,2024,9
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Fortalecimiento de los procesos de la evaluacion y el seguimiento de las licencias, permisos y tramites ambientales en el territorio  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / d. instrumentos de control y vigilancia ambiental para la resiliencia,20000000000,,20000000000,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,20
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Mejoramiento de la capacidad institucional en infraestructura tecnológica y física, para el mejoramiento de la disponibilidad y divulgación de la información.  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,13653134329,,13653134329,3201,Inversión,Ministerio de ambiente y desarrollo sostenible,32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"13,65"
Gastos de personal,Planta de personal permanente,Salario,,26106767000,,26106767000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"26,11"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,9818933000,,9818933000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"9,82"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2757360000,,2757360000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"2,76"
Adquisición de bienes  y servicios,,,,22049200000,,22049200000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"22,05"
