Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Construcción y dotación sede medicina legal regional sur huila  neiva,,80278862.36919999,,80278862.36919999,2902,C. inversion,Instituto nacional de medicina legal y ciencias forenses,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Mejoramiento y mantenimiento de edificios sedes del instituto nacional de medicina legal y ciencias forenses  nacional,,1377200000.0,,1377200000.0,2902,C. inversion,Instituto nacional de medicina legal y ciencias forenses,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Desarrollo de la gestión ambiental integral en las sedes del instituto nacional de medicina legal y ciencias forenses  nacional,,688600000.0,,688600000.0,2902,C. inversion,Instituto nacional de medicina legal y ciencias forenses,29.0,Fiscalía,Gestion general,290101
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,13351649293.122799,13351649293.122799,2904,A. funcionamiento,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1861974400.0,1861974400.0,2904,A. funcionamiento,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Efectividad de la investigación penal y técnico científica,Intersubsectorial justicia,Fortalecimiento de la capacidad técnico-científica de los laboratorios y grupos de criminalística de la fiscalía a nivel  nacional,,,8779650000.0,8779650000.0,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Efectividad de la investigación penal y técnico científica,Intersubsectorial justicia,Fortalecimiento y modernización tecnológica de la policía judicial de la fgn para la investigación penal a nivel acional,,,8779650000.0,8779650000.0,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,"Construcción , operación y mantenimiento de la sede nivel central ii - paloquemao  bogotá - [previo concepto dnp]",,,24254545664.113598,24254545664.113598,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Fortalecimiento de los servicios de tic en la implementación de la arquitectura institucional de la fiscalía a nivel  nacional,,,11606261845.8864,11606261845.8864,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Fortalecimiento del conocimiento y  competencias de los servidores de la fiscalía general de la nación bogotá,,,5921960000.0,5921960000.0,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Mejoramiento de la infraestructura física de la fiscalía a nivel nacional,,,7390158490.0,7390158490.0,2904,C. inversion,Fondo especial para la administración de bienes de la fiscalía general de la nación,29.0,Fiscalía,Gestion general,290101
Gastos de personal,Planta de personal permanente,Salario,,32742125715.2,,32742125715.2,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,12148726035.6,,12148726035.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4462386913.6,,4462386913.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,34430000.0,,34430000.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,8078803937.599999,,8078803937.599999,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de compensacion ambiental distribucion comite fondo-ministerio del medio ambiente articulo 24 ley 344 de 1996.,13030928680.0,,13030928680.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fortalecimiento a la consulta previa. convenio 169 oit, ley 21 de 1991, ley 70 de 1993",3722012456.7999997,,3722012456.7999997,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A institutos de investigación ley 99 de 1993,42327002520.0,,42327002520.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),22482730780.399998,,22482730780.399998,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),790124429.6,,790124429.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),1511339280.0,,1511339280.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),275440000.0,,275440000.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,180413200.0,,180413200.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,85110960.0,,85110960.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,150614723.6,,150614723.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,689044147.0,,689044147.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gastos de personal,Planta de personal permanente,Salario,,29376828716.399998,,29376828716.399998,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,10905479393.6,,10905479393.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2230017328.0,,2230017328.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,12394800.0,,12394800.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,12059484564.9652,,12059484564.9652,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fortalecimiento a la consulta previa. convenio 169 oit, ley 21 de 1991, ley 70 de 1993",1138248914.0,,1138248914.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),180681754.0,,180681754.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,137720000.0,,137720000.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,206580000.0,,206580000.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,152869200.0,,152869200.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Gastos de personal,Planta de personal permanente,Salario,,7490716125.2,,7490716125.2,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2914462315.6,,2914462315.6,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1005035112.4,,1005035112.4,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,329594258.4,,329594258.4,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,8263200.0,,8263200.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,25714878624.7452,,25714878624.7452,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),83691066.8,,83691066.8,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,137720000.0,,137720000.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,80497340.0,,80497340.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,50336660.0,,50336660.0,3201,A. funcionamiento,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Desarrollo de alternativas para el fomento de la productividad sostenible y los negocios verdes en los municipios de medina, ubalá b y fómeque de la jurisdicción de corpoguavio –  cundinamarca",,1485574495.6976,,1485574495.6976,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,Fortalecimiento  de los negocios verdes a través de estrategias de promoción y sensibilización en los municipios de la jurisdicción de corpoguavio  cundinamarca,,5029676880.9804,,5029676880.9804,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Implementación de las estrategias, instrumentos y recomendaciones de la ocde en materia de gestión ambiental a nivel   nacional",,4704634006.9124,,4704634006.9124,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo a las corporaciones autónomas regionales y de desarrollo sostenible, beneficiarias del fondo de compensación ambiental – fca,  nacional - distribución previo concepto dnp",,24340727478.3684,,24340727478.3684,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Mantenimiento de los sistemas forestales establecidos en los municipios de la jurisdicción de corpoguavio -   cundinamarca,,8148457186.8963995,,8148457186.8963995,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión integral del recurso hídrico,Intersubsectorial ambiente,"Formulación del plan de ordenamiento del recurso hídrico  (porh) de rio negro, ubicado en los municipios de  villavicencio, puerto lópez",,4368797260.3616,,4368797260.3616,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Investigación generación  y difusión de conocimiento científico sobre la realidad ambiental, socio productiva y cultural del chocó biogeográfico  antioquia, cauca, chocó, nariño, valle del cauca, risaralda, córdoba",,5463478952.2852,,5463478952.2852,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Investigación conservación y aprovechamiento sostenible de la diversidad biológica, socioeconomica y cultural de la amazonia colombiana  amazonas, caquetá, putumayo, guaviare, vaupés, guainía",,7875583026.1812,,7875583026.1812,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Investigación científica hacia la generación de información y conocimiento de  las  zonas marinas y costeras de interes de la nación  nacional,,8062268500.4136,,8062268500.4136,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Investigación científica y producción de conocimiento e información para la gestión integral de la biodiversidad y los servicios ecosistémicos de interés  nacional,,12343079696.0812,,12343079696.0812,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Consolidación sistema de información ambiental siac como eje central de información ambiental oficial y soporte para la toma de decisiones a nivel regional y nacional y conocimiento en materia ambiental a nivel nacional y regional  bogotá,,1377260030.7707999,,1377260030.7707999,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,Fortalecimiento del sistema de operaciones estadísticas ambientales del instituto de investigaciones marinas y costeras - invemar-  nacional,,779377742.7436,,779377742.7436,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Ordenamiento ambiental territorial,Intersubsectorial ambiente,Generación capacidades para el adecuado desempeño ambiental del sina en el territorio  nacional,,9831736193.246,,9831736193.246,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Gestión del cambio climático para un desarrollo bajo en carbono y resiliente al clima,Intersubsectorial ambiente,Fortalecimiento de la gestión de cambio climático en la planeación sectorial y territorial  nacional,,4282244487.6464,,4282244487.6464,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
"Gestión integral de mares, costas y recursos acuáticos",Intersubsectorial ambiente,"Implementación de acciones del plan único a largo plazo para mares, costas y recursos acuáticos de la reserva de biosfera seaflower, del departamento archipiélago de  san andres y providencia",,4317075594.392,,4317075594.392,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Educacion ambiental,Intersubsectorial ambiente,Implementación de estrategias de la política nacional de educación ambiental y participación hacia la gobernanza ambiental en colombia.  nacional,,1729954763.0112,,1729954763.0112,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Implementación de la estrategia de divulgación y comunicación de la información ambiental a nivel  nacional,,1561732500.2268,,1561732500.2268,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la infraestructura física, tecnológica y de la gestión administrativa del invemar  nacional",,2065800000.0,,2065800000.0,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la capacidad del entorno fisco y logístico requerido para el levantamiento y gestión de la información ambiental de la amazonia colombiana.  amazonas, caquetá, vaupés, guaviare, guainía",,1481169558.682,,1481169558.682,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Adecuación , optimización y mantenimiento de la infraestructura física y tecnológica en las estaciones de investigación y las sedes del instituto alexander von humboldt  nacional",,554958168.7716,,554958168.7716,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento ampliación de la capacidad instalada de infraestructura física, tecnológica y administrativa del instituto de investigaciones ambientales del pacífico  antioquia, cauca, chocó, nariño, risaralda, valle del cauca, córdoba",,1316595165.4152,,1316595165.4152,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento de la gestión institucional  de la secretaría general del ministerio de ambiente y desarrollo sostenible.  bogotá,,12290796644.83,,12290796644.83,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento de la estrategia de ti y transformación digital en el ministerio de ambiente y desarrollo sostenible  nacional,,3774811590.3388,,3774811590.3388,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de los procesos de planeacion, evaluacion y seguimiento a la gestion adelantada por el sector ambiental  nacional",,3109821165.44,,3109821165.44,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento en el control y seguimiento a los compromisos adquiridos en escenarios internacionales de la gestión ambiental.  nacional,,1870191644.2131999,,1870191644.2131999,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Gestion general,320101
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,"Restauración  de áreas de importancia ecosistémicas  degradadas en el municipio de montecristo, departamento de bolívar  montecristo",,39583891202.5392,,39583891202.5392,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la gestión y dirección del instituto de hidrología, meteorología y estudios ambientales  nacional",,24787575426.482,,24787575426.482,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Parques nacionales naturales de colombia,320102
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la gestión y dirección del instituto de hidrología, meteorología y estudios ambientales  nacional",,4418054658.3008,,4418054658.3008,3201,C. inversion,Ministerio de ambiente y desarrollo sostenible,32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Salario,,23711615592.4296,,23711615592.4296,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,8655155251.6,,8655155251.6,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2501254113.6,,2501254113.6,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,116745244.0,,116745244.0,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,24065668590.9244,1377200000.0,25442868590.9244,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),190756798.32,,190756798.32,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,407238040.0,,407238040.0,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,164194645.516,725784400.0,889979045.516,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,155160117.112,,155160117.112,3202,A. funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento de la gestión del conocimiento hidrológico, meteorológico y ambiental  nacional",,31988072266.2248,4522018962.9648,36510091229.1896,3202,C. inversion,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Fortalecimiento de la gestión y dirección del instituto de hidrología, meteorología y estudios ambientales  nacional",,2291053120.1404,,2291053120.1404,3202,C. inversion,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32.0,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la autoridad nacional de licencias ambientales anla. articulo 96 ley 633 de 2000,,37815194703.1452,37815194703.1452,3204,A. funcionamiento,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,1390758615.2548,1390758615.2548,3204,A. funcionamiento,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,1253720248.0,1253720248.0,3204,A. funcionamiento,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,566132490.0,566132490.0,3204,A. funcionamiento,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,Implementación del ecoturismo como estrategia de conservación y desarrollo sostenible en el pnr serranía el peligro  en el marco  del programa regional de negocios verdes en los municipios de moniquirá y arcabuco del departamento de   boyacá,,,98431717662.8456,98431717662.8456,3204,C. inversion,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Apoyo al desarrollo empresarial de los negocios verdes del sur de la amazonia colombiana  amazonas, caquetá, putumayo",,75746000000.0,,75746000000.0,3204,C. inversion,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Mantenimiento de los sistemas forestales establecidos en los municipios de la jurisdicción de corpoguavio -   cundinamarca,,,17903600000.0,17903600000.0,3204,C. inversion,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,"Implementación del programa “bosque de paz” en los municipios de junín, gachalá y medina, jurisdicción de corpoguavio  cundinamarca",,,14854634539.8968,14854634539.8968,3204,C. inversion,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,"Restauración ambiental en zonas de recarga hídrica de cuencas y microcuencas priorizadas en el departamento del guaviare, municipios de   san josé del guaviare, el retorno, calamar",,,5623428886.988,5623428886.988,3204,C. inversion,Fondo nacional ambiental,32.0,Ambiente y desarrollo sostenible,Gestion general,320401
