Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Fortalecimiento de las tecnologías de información y comunicaciones en prosperidad social dps a nivel nacional  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,12000000000.0,,12000000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Salario,,68051000000.0,,68051000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,26803000000.0,,26803000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4677000000.0,,4677000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Adquisición de bienes  y servicios,,,,26841815600.0,,26841815600.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la reparación de las víctimas (art.54 ley 975 de 2005),1781627000000.0,64116508800.0,1845743508800.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),427000000.0,,427000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Auxilio funerario (otras prestaciones de jubilación),50000000.0,,50000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,Sentencias y conciliaciones,,,1077000000.0,,1077000000.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,6412306200.0,,6412306200.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Mejoramiento de la informacion del registro unico de victimas   nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,39125666638.0,,39125666638.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Implementacion de los procesos de retornos, reubicacion e integracion local de los hogares y comunidades victimas del desplazamiento forzado en colombia.   nacional",5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,48795251756.0,,48795251756.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de los canales de atencion y orientacion a las victimas del conflicto armado a nivel nacional  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,105399170163.0,,105399170163.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,2. seguridad humana y justicia social / i. superación de situación de vulnerabilidad para la reparación efectiva e integral de la población víctima del conflicto,14166551013.0,,14166551013.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,2. seguridad humana y justicia social / e. ciudadanías activas y participativas que construyen paz y justicia social,7727729961.0,,7727729961.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de la articulacion del sistema nacional de atencion y reparacion integral de las victimas- snariv durante la implementacion de la ppv  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,1347452923.0,,1347452923.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de las medidas de prevencion y asistencia para la poblacion victima a nivel  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,531611592188.0,,531611592188.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de las medidas de reparacion en las victimas del conflicto armado a nivel  nacional,5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,1444283355139.0,,1444283355139.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Fortalecimiento en la implementación de la política pública de atención, asistencia y reparación integral de las víctimas pertenecientes a los pueblos y comunidades étnicas a nivel  nacional",5. convergencia regional / b. acceso efectivo de las víctimas del conflicto armado a las medidas de reparación integral,119508712578.0,,119508712578.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,"Ampliacion de la capacidad tecnologica, uso y gestion de la informacion orientada a la transformacion digital para la atencion y reparacion integral a las victimas a nivel nacional",5. convergencia regional / d. gobierno digital para la gente,34910239481.0,,34910239481.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,"Fortalecimiento  a la planeacion, operacion y seguimiento de la gestion institucional en la unidad para la atencion y reparacion integral a las victimas a nivel nacional  nacional",5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,30012111485.0,,30012111485.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Salario,,8141000000.0,,8141000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3018000000.0,,3018000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1132000000.0,,1132000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Adquisición de bienes  y servicios,,,,3358515000.0,,3358515000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,1092000000.0,,1092000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),103000000.0,,103000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,1000000.0,,1000000.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,166532067.0,,166532067.0,4105,Funcionamiento,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Divulgacion de acciones de memoria historica a nivel nacional  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",5313014625.0,,5313014625.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de las acciones de memoria historica a nivel   nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",10802532581.0,,10802532581.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de procesos de memoria historica a nivel  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",6366631320.0,,6366631320.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de acciones del museo de memoria a nivel  nacional,"5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",6900000000.0,,6900000000.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Consolidacion del archivo de los derechos humanos, memoria historica y conflicto armado y colecciones de derechos humanos y derecho internacional humanitario.  nacional","5. convergencia regional / a. diálogo, memoria, convivencia y reconciliación para la reconstrucción del tejido social",5267612000.0,,5267612000.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Consolidacion de la plataforma tecnologica para la adecuada gestion de la informacion del centro nacional de memoria historica a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,4093510624.0,,4093510624.0,4105,Inversión,Centro de memoria histórica,41.0,Inclusión social y reconciliación,Gestion general,410101,2024
Gastos de personal,Planta de personal permanente,Salario,,77445000000.0,,77445000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,30947000000.0,,30947000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,5472000000.0,,5472000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Adquisición de bienes  y servicios,,,,29442000000.0,,29442000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,5000000000.0,,5000000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),258000000.0,,258000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,204000000.0,,204000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,17000000.0,,17000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,262000000.0,,262000000.0,4201,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Consolidación de los servicios de formación de inteligencia estratégica y contrainteligencia de estado a nivel  nacional,"2. seguridad humana y justicia social / d. inteligencia estratégica más efectiva, transparente y al servicio de la protección de la vida, derechos y libertades",300000000.0,,300000000.0,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Construcción sede operacional de la dni a nivel  nacional,"2. seguridad humana y justicia social / d. inteligencia estratégica más efectiva, transparente y al servicio de la protección de la vida, derechos y libertades",15938191002.0,,15938191002.0,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Actualización de los servicios de tecnologías de la información y de las comunicaciones en materia de inteligencia estratégica a nivel   nacional,"2. seguridad humana y justicia social / d. inteligencia estratégica más efectiva, transparente y al servicio de la protección de la vida, derechos y libertades",25300000000.0,,25300000000.0,4201,Inversión,Departamento administrativo dirección nacional de inteligencia,42.0,Inteligencia,Gestion general,420101,2024
Gastos de personal,Planta de personal permanente,Salario,,16545941396.0,,16545941396.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5776499704.0,,5776499704.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2150032122.0,,2150032122.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Adquisición de bienes  y servicios,,,,7967841118.0,,7967841118.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Escuela nacional del deporte - art. 51 decreto 2845 de 1984,26947653333.0,,26947653333.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),505128446.0,,505128446.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),1100569974.0,,1100569974.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),65248028.0,,65248028.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Transferencias corrientes,Sentencias y conciliaciones,,,42000000.0,,42000000.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,39308247.0,,39308247.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,13433498.0,,13433498.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,2194229800.0,,2194229800.0,4301,Funcionamiento,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,"Fortalecimiento fortalecimiento del deporte y la educacion fisica de los ninos, ninas y adolescentes en etapa escolar  nacional",2. seguridad humana y justicia social / b. resignificación de la jornada escolar: más que tiempo,299816088655.0,,299816088655.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,"Fortalecimiento fomento y promocion de la practica deportiva, recreativa y de actividad fisica en colombia  nacional","2. seguridad humana y justicia social / a. democratizar el acceso de la población al deporte, la recreación y la actividad física",87677412793.0,,87677412793.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,"Apoyo a la inspección, vigilancia y control a nivel   nacional","2. seguridad humana y justicia social / a. democratizar el acceso de la población al deporte, la recreación y la actividad física",6350933568.0,,6350933568.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,Apoyo  al programa al control dopaje   nacional,2. seguridad humana y justicia social / e. atletas y paratletas como embajadores de paz en el mundo,3387164569.0,,3387164569.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,"Desarrollo del deporte olimpico, paralimpico y nivel mundial para el posicionamiento y liderazgo deportivo  nacional",2. seguridad humana y justicia social / e. atletas y paratletas como embajadores de paz en el mundo,263036937356.0,,263036937356.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,Fortalecimiento del laboratorio de control al dopaje deportivo  nacional,2. seguridad humana y justicia social / e. atletas y paratletas como embajadores de paz en el mundo,9314702566.0,,9314702566.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,"Apoyo de la infraestructura deportiva, recreativa y de alta competencia en colombia.  nacional","2. seguridad humana y justicia social / a. democratizar el acceso de la población al deporte, la recreación y la actividad física",58887200000.0,,58887200000.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,"Apoyo de la infraestructura deportiva, recreativa y de alta competencia en colombia.  nacional","2. seguridad humana y justicia social / a. democratizar el acceso de la población al deporte, la recreación y la actividad física",363441745633.0,,363441745633.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Formación y preparación de deportistas,Recreación y deporte,Apoyo en el desarrollo de juegos y eventos deportivos de rendimiento y alto rendimiento en colombia  nacional,"2. seguridad humana y justicia social / f. el deporte, la recreación y la actividad física como eje de la economía popular",156734838079.0,,156734838079.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Fortalecimiento de la gestión y dirección del sector deporte y recreación,Recreación y deporte,Mejoramiento sedes coldeportes  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,28536861498.0,,28536861498.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Fortalecimiento de la gestión y dirección del sector deporte y recreación,Recreación y deporte,Fortalecimiento de la gestión y seguimiento institucional del ministerio del deporte  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,23808375940.0,,23808375940.0,4301,Inversión,Ministerio del deporte,43.0,Deporte y recreación,Gestion general,430101,2024
Gastos de personal,Planta de personal permanente,Salario,,146042000000.0,,146042000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,70223000000.0,,70223000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,84349000000.0,,84349000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,40065768189.0,,40065768189.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Salario,,1790000000.0,,1790000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,836000000.0,,836000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,828000000.0,,828000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Adquisición de bienes  y servicios,,,,140000000000.0,,140000000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,10000000000.0,,10000000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Comité de seguimiento y monitoreo a la implementación de las recomendaciones de la cev – artículo 32 del decreto ley 588 de 2017,4655000000.0,,4655000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),1000000000.0,,1000000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,903000000.0,,903000000.0,4401,Funcionamiento,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento de la investigacion y acusacion y el ejercicio de la accion penal de la uia de la jep a nivel nacional nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,1703352029.0,,1703352029.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento de la investigacion y acusacion y el ejercicio de la accion penal de la uia de la jep a nivel nacional nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,12622232728.0,,12622232728.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento de las herramientas y estrategias con enfoques diferenciales para la participacion efectiva en la justicia transicional y restaurativa. nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,3291683484.0,,3291683484.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento de las herramientas y estrategias con enfoques diferenciales para la participacion efectiva en la justicia transicional y restaurativa. nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,140745760633.0,,140745760633.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento  de las medidas de provención (prevención y protección) a los titulares de derecho de la jep a nivel nacional  nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,4964487.0,,4964487.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Jurisdicción especial para la paz,Intersubsectorial gobierno,Fortalecimiento  de las medidas de provención (prevención y protección) a los titulares de derecho de la jep a nivel nacional  nacional,2. seguridad humana y justicia social / c. implementación del sistema restaurativo de la jurisdicción especial para la paz,5820000000.0,,5820000000.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Adecuación dotación y puesta en funcionamiento de las sedes de la jurisdicción especial para la paz  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,591061496.0,,591061496.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento de la capacidad de apoyo de la arquitectura de soluciones tecnologicas al desarrollo evolutivo de la entidad bogota,5. convergencia regional / d. gobierno digital para la gente,10522858784.0,,10522858784.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento a la implementación de herramientas para la gestión estratégica y administrativa de la jurisdicción especial para la paz  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,14098093452.0,,14098093452.0,4401,Inversión,Jurisdicción especial para la paz,44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Salario,,53446000000.0,,53446000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,21370000000.0,,21370000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
