,Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
4913,Transferencias corrientes,A entidades del gobierno,Sistema general de participaciones,Participación para educación - distribución previo concepto dnp,39685898906154,,39685898906154.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"39685,9"
4914,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),54281116,,54281116.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"0,05"
4915,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (de pensiones),11656433903528,,11656433903528.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"11656,43"
4916,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),345252065,,345252065.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"0,35"
4917,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (no de pensiones),2448629061914,,2448629061914.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"2448,63"
4918,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,"Recursos para transferir al fondo nacional de prestaciones sociales del magisterio, previa revisión faltante de cesantías",914784428111,,914784428111.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"914,78"
4919,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales asumidas por el gobierno,Concurrencia nación pasivo pensional leyes 1151 de 2007 y 1371 de 2009 (de pensiones),468937220056,,468937220056.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"468,94"
4920,Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Programas de rehabilitación para adultos ciegos - convenio con el centro de rehabilitación para adultos ciegos -crac-,6003172032,,6003172032.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,6
4921,Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Cuerpos consultivos,5413552385,,5413552385.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"5,41"
4922,Transferencias corrientes,Sentencias y conciliaciones,,,3735541600,,3735541600.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"3,74"
4923,Transferencias corrientes,A empresas diferentes de subvenciones,Educación,Fundación colegio mayor de san bartolomé (ley 72/83),7042973241,,7042973241.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"7,04"
4924,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,591108470,,591108470.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"0,59"
4925,"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,5031456,,5031456.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"0,01"
4926,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,119671261800,,119671261800.0,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,2024,"119,67"
4927,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Construcción , mejoramiento y dotación de espacios de aprendizaje para prestación del servicio educativo e implementación de estrategias de calidad y cobertura   nacional",2. seguridad humana y justicia social / 2. fortalecimiento y desarrollo de infraestructura social,5000000000,,5000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,5
4928,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Construcción , mejoramiento y dotación de espacios de aprendizaje para prestación del servicio educativo e implementación de estrategias de calidad y cobertura   nacional",2. seguridad humana y justicia social / 2. fortalecimiento y desarrollo de infraestructura social,84696537470,,84696537470.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"84,7"
4929,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Construcción , mejoramiento y dotación de espacios de aprendizaje para prestación del servicio educativo e implementación de estrategias de calidad y cobertura   nacional",2. seguridad humana y justicia social / 2. fortalecimiento y desarrollo de infraestructura social,470243901619,,470243901619.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"470,24"
4930,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / a. primera infancia feliz y protegida,32633362531,,32633362531.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"32,63"
4931,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / b. resignificación de la jornada escolar: más que tiempo,184929894152,,184929894152.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"184,93"
4932,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / f. gestión territorial educativa y comunitaria,14000000000,,14000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,14
4933,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / h. hacia la erradicación de los analfabetismos y el cierre de inequidades,6239772000,,6239772000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"6,24"
4934,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,16000000000,,16000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,16
4935,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Transformación  de la educación inicial, preescolar, básica y media con enfoque integral para la reducción de desigualdades y construcción de la paz  nacional",2. seguridad humana y justicia social / b. resignificación de la jornada escolar: más que tiempo,22500000000,,22500000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"22,5"
4936,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de las capacidades y condiciones de bienestar que dignifiquen la labor docente en educación inicial, preescolar, básica y media.   nacional","2. seguridad humana y justicia social / c. dignificación, formación y desarrollo de la profesión docente para una educación de calidad",51000000000,,51000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,51
4937,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de las capacidades y condiciones de bienestar que dignifiquen la labor docente en educación inicial, preescolar, básica y media.   nacional","2. seguridad humana y justicia social / c. dignificación, formación y desarrollo de la profesión docente para una educación de calidad",66337900000,,66337900000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"66,34"
4938,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de las capacidades territoriales para la gestión educativa con énfasis en zonas rurales  nacional,2. seguridad humana y justicia social / a. primera infancia feliz y protegida,28421173658,,28421173658.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"28,42"
4939,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de las capacidades territoriales para la gestión educativa con énfasis en zonas rurales  nacional,2. seguridad humana y justicia social / f. gestión territorial educativa y comunitaria,35122408342,,35122408342.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"35,12"
4940,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de las capacidades territoriales para la gestión educativa con énfasis en zonas rurales  nacional,2. seguridad humana y justicia social / f. gestión territorial educativa y comunitaria,731371620,,731371620.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"0,73"
4941,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de las capacidades territoriales para la gestión educativa con énfasis en zonas rurales  nacional,2. seguridad humana y justicia social / f. gestión territorial educativa y comunitaria,37690408287,,37690408287.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"37,69"
4942,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de las capacidades territoriales para la gestión educativa con énfasis en zonas rurales  nacional,2. seguridad humana y justicia social / g. educación media para la construcción de proyectos de vida,5000000000,,5000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,5
4943,Calidad y fomento de la educación superior,Intersubsectorial educación,,2. seguridad humana y justicia social / k20 educación superior como un derecho - subsidios y alivios para el acceso a la educación superior,977427576024,,977427576024.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"977,43"
4944,Calidad y fomento de la educación superior,Intersubsectorial educación,,2. seguridad humana y justicia social / k30 educación superior como un derecho - política de gratuidad de la educación superior pública,2857660507392,,2857660507392.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"2857,66"
4945,Calidad y fomento de la educación superior,Intersubsectorial educación,,2. seguridad humana y justicia social / k40 educación superior como un derecho - infraestructura,1255849387332,,1255849387332.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"1255,85"
4946,Calidad y fomento de la educación superior,Intersubsectorial educación,,2. seguridad humana y justicia social / k41 reconceptualización del sistema de aseguramiento de la calidad de la educación superior,34077346276,,34077346276.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"34,08"
4947,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,2. seguridad humana y justicia social / d. datos sectoriales para aumentar el aprovechamiento de datos en el país,2000000000,,2000000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,2
4948,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,2. seguridad humana y justicia social / e. sistema nacional de defensa jurídica del estado,3300000000,,3300000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"3,3"
4949,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,5. convergencia regional / a. lucha contra la corrupción en las entidades públicas nacionales y territoriales,3900000000,,3900000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"3,9"
4950,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,7485686974,,7485686974.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"7,49"
4951,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,5. convergencia regional / d. gobierno digital para la gente,17295550735,,17295550735.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"17,3"
4952,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,5. convergencia regional / e. capacidades y articulación para la gestión territorial,200000000,,200000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"0,2"
4953,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,"5. convergencia regional / a. condiciones y capacidades institucionales, organizativas e individuales para la participación ciudadana",100000000,,100000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"0,1"
4954,Fortalecimiento de la gestión y dirección del sector educación,Intersubsectorial educación,Desarrollo de las capacidades de planeación y gestión institucionales y sectoriales  nacional,"5. convergencia regional / b. efectividad de los dispositivos de participación ciudadana, política y electoral",200000000,,200000000.0,2201,Inversión,Ministerio de educación nacional,22,Educación,2024,"0,2"
4955,Gastos de personal,Planta de personal permanente,Salario,,14857412525,,14857412525.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"14,86"
4956,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,4955511096,,4955511096.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"4,96"
4957,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,779900655,,779900655.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,78"
4958,Gastos de personal,Personal supernumerario y planta temporal,Salario,,1811341819,,1811341819.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"1,81"
4959,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,444145649,,444145649.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,44"
4960,Adquisición de bienes  y servicios,,,,67713953,4609084000,4676797953.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"4,68"
4961,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,6608565679,5251182084,11859747763.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"11,86"
4962,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias bienestar universitario (ley 30 de 1992),,628015000,628015000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,63"
4963,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),5461000,,5461000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,01"
4964,Transferencias corrientes,Sentencias y conciliaciones,,,,218440000,218440000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,22"
4965,Gastos de comercialización y producción,,,,,1200000000,1200000000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"1,2"
4966,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,55000000,55000000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,06"
4967,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,99390200,,99390200.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,1"
4968,"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,,5461000,5461000.0,2234,Funcionamiento,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,01"
4969,Calidad y fomento de la educación superior,Intersubsectorial educación,"Construcción  y mejoramiento de escenarios académicos deportivos, formativos y competitivos en el instituto tolimense de formación técnica profesional ""itfip"" municipio   espinal",2. seguridad humana y justicia social / k. educación superior como un derecho,6200000000,,6200000000.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,"6,2"
4970,Calidad y fomento de la educación superior,Intersubsectorial educación,"Construcción  y mejoramiento de escenarios académicos deportivos, formativos y competitivos en el instituto tolimense de formación técnica profesional ""itfip"" municipio   espinal",2. seguridad humana y justicia social / k. educación superior como un derecho,,1400000000,1400000000.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,"1,4"
4971,Calidad y fomento de la educación superior,Intersubsectorial educación,"Construcción  y mejoramiento de escenarios académicos deportivos, formativos y competitivos en el instituto tolimense de formación técnica profesional ""itfip"" municipio   espinal",2. seguridad humana y justicia social / k. educación superior como un derecho,,3701492414,3701492414.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,"3,7"
4972,Calidad y fomento de la educación superior,Intersubsectorial educación,"Fortalecimiento  de los programas de bienestar universitario y gestión académica en el instituto tolimense de formación técnica profesional ""itfip""  espinal",2. seguridad humana y justicia social / k. educación superior como un derecho,,1200000000,1200000000.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,"1,2"
4973,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación y mejoramiento de la infraestructura tecnológica, los recursos educativos y biblioteca y los laboratorios académicos del instituto de tolimense formación técnica profesional ""itfip"" de el espinal   tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,800000000,,800000000.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,"0,8"
4974,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación y mejoramiento de la infraestructura tecnológica, los recursos educativos y biblioteca y los laboratorios académicos del instituto de tolimense formación técnica profesional ""itfip"" de el espinal   tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,,1000000000,1000000000.0,2234,Inversión,Escuela tecnológica instituto técnico central,22,Educación,2024,1
4975,Gastos de personal,Planta de personal permanente,Salario,,1450353753,,1450353753.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"1,45"
4976,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,422360488,,422360488.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,42"
4977,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,152791999,,152791999.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,15"
4978,Gastos de personal,Personal supernumerario y planta temporal,Salario,,743605712,,743605712.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,74"
4979,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,242468400,,242468400.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,24"
4980,Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,49149000,,49149000.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,05"
4981,Adquisición de bienes  y servicios,,,,888597144,377561492,1266158636.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"1,27"
4982,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,2382876994,189291481,2572168475.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"2,57"
4983,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias bienestar universitario (ley 30 de 1992),,130192289,130192289.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,13"
4984,Transferencias corrientes,Sentencias y conciliaciones,,,,10000000,10000000.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,01"
4985,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,19659600,,19659600.0,2238,Funcionamiento,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,02"
4986,Calidad y fomento de la educación superior,Intersubsectorial educación,Fortalecimiento de la gestión institucional y sostenibilidad del infotep  san andres y providencia - previo concepto  dnp,2. seguridad humana y justicia social / k. educación superior como un derecho,3303719116,,3303719116.0,2238,Inversión,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"3,3"
4987,Calidad y fomento de la educación superior,Intersubsectorial educación,Fortalecimiento de la gestión institucional y sostenibilidad del infotep  san andres y providencia - previo concepto  dnp,2. seguridad humana y justicia social / k. educación superior como un derecho,,600000000,600000000.0,2238,Inversión,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,6"
4988,Calidad y fomento de la educación superior,Intersubsectorial educación,Fortalecimiento de la gestión institucional y sostenibilidad del infotep  san andres y providencia - previo concepto  dnp,2. seguridad humana y justicia social / k. educación superior como un derecho,,234513282,234513282.0,2238,Inversión,Instituto nacional de formación técnica profesional de san andrés y providencia,22,Educación,2024,"0,23"
4989,Gastos de personal,Planta de personal permanente,Salario,,3242798008,,3242798008.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"3,24"
4990,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1076415073,,1076415073.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"1,08"
4991,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,486005848,,486005848.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,49"
4992,Gastos de personal,Personal supernumerario y planta temporal,Salario,,284510692,442356058,726866750.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,73"
4993,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,68231071,178319305,246550376.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,25"
4994,Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,16970125,,16970125.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,02"
4995,Adquisición de bienes  y servicios,,,,755907489,960506809,1716414298.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"1,72"
4996,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,1045851748,,1045851748.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"1,05"
4997,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias bienestar universitario (ley 30 de 1992),,10026396,10026396.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,01"
4998,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),32444019,,32444019.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,03"
4999,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,14624558,14624558.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,01"
5000,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,21844000,,21844000.0,2239,Funcionamiento,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"0,02"
5001,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación y mejoramiento de la infraestructura tecnológica, los recursos educativos y biblioteca y los laboratorios académicos del instituto de tolimense formación técnica profesional ""itfip"" de el espinal   tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,4000000000,,4000000000.0,2239,Inversión,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,4
5002,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación y mejoramiento de la infraestructura tecnológica, los recursos educativos y biblioteca y los laboratorios académicos del instituto de tolimense formación técnica profesional ""itfip"" de el espinal   tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,,1548886646,1548886646.0,2239,Inversión,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"1,55"
5003,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación y mejoramiento de la infraestructura tecnológica, los recursos educativos y biblioteca y los laboratorios académicos del instituto de tolimense formación técnica profesional ""itfip"" de el espinal   tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,,2211900000,2211900000.0,2239,Inversión,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,2024,"2,21"
5004,Gastos de personal,Planta de personal permanente,Salario,,6557608844,,6557608844.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"6,56"
5005,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,2197352673,,2197352673.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"2,2"
5006,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,399502515,,399502515.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,4"
5007,Gastos de personal,Personal supernumerario y planta temporal,Salario,,660522135,2483190619,3143712754.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"3,14"
5008,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,90553967,922838463,1013392430.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"1,01"
5009,Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,26567418,118256426,144823844.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,14"
5010,Adquisición de bienes  y servicios,,,,,5121810182,5121810182.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"5,12"
5011,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,3840665865,1594654889,5435320754.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"5,44"
5012,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias bienestar universitario (ley 30 de 1992),,564153383,564153383.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,56"
5013,Transferencias corrientes,Sentencias y conciliaciones,,,,34174938,34174938.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,03"
5014,Gastos de comercialización y producción,,,,,242882195,242882195.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,24"
5015,"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,35733960,35733960.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,04"
5016,"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,67716400,,67716400.0,2241,Funcionamiento,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,07"
5017,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación de ambientes de aprendizajes en el instituto tolimense de formación técnica profesional -itfip- en el espinal, tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,100000000,,100000000.0,2241,Inversión,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,1"
5018,Calidad y fomento de la educación superior,Intersubsectorial educación,"Dotación de ambientes de aprendizajes en el instituto tolimense de formación técnica profesional -itfip- en el espinal, tolima",2. seguridad humana y justicia social / k. educación superior como un derecho,,250000000,250000000.0,2241,Inversión,Instituto tolimense de formación técnica profesional,22,Educación,2024,"0,25"
